CUST_ID	BALANCE	BALANCE_FREQUENCY	PURCHASES	ONEOFF_PURCHASES	INSTALLMENTS_PURCHASES	CASH_ADVANCE	PURCHASES_FREQUENCY	ONEOFF_PURCHASES_FREQUENCY	PURCHASES_INSTALLMENTS_FREQUENCY	CASH_ADVANCE_FREQUENCY	CASH_ADVANCE_TRX	PURCHASES_TRX	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS	PRC_FULL_PAYMENT	TENURE
C12892	2414.43578	1	689.4	689.4	0	1156.608975	1	1	0	0.25	3	12	8500	1582.886402	610.758681	0	12
C12893	2432.276042	1	7156.11	5921.26	1234.85	1543.726862	0.833333	0.833333	0.666667	0.166667	3	198	9500	1914.832296	621.422606	0.083333	12
C12894	1485.081634	1	48.22	48.22	0	106.224702	0.083333	0.083333	0	0.083333	1	1	1700	338.531014	542.822761	0	12
C12895	1723.637852	1	660.61	437.08	223.53	144.154129	0.75	0.416667	0.583333	0.083333	1	16	2000	396.20761	476.229722	0	12
C12896	1738.802811	1	395	395	0	0	0.166667	0.166667	0	0	0	2	6000	566.494736	457.010558	0	12
C12897	1912.691045	0.666667	0	0	0	9553.955906	0	0	0	0.166667	1	0	10000	19998.38969	637.003067	0.5	6
C12898	302.142293	1	3612.24	3340.05	272.19	0	1	1	0.083333	0	0	35	10500	2866.24778	192.523653	1	12
C12899	185.725079	0.818182	456.05	0	456.05	0	0.416667	0	0.333333	0	0	8	3000	446.660021	160.229568	0	12
C12900	2269.800656	0.714286	0	0	0	3359.844146	0	0	0	0.142857	3	0	3500	403.640958	967.007841	0	7
C12901	750.070967	1	311.2	311.2	0	0	0.166667	0.166667	0	0	0	4	1000	544.179931	181.243059	0	12
C12902	2287.854278	0.909091	0	0	0	1176.120124	0	0	0	0.166667	7	0	6000	3532.758968	551.975557	0	12
C12903	7.817753	0.272727	170.02	0	170.02	0	0.5	0	0.5	0	0	6	2000	373.02841	73.301702	0.5	12
C12904	877.603886	1	7786.4	215	7571.4	0	1	0.083333	1	0	0	68	6500	7328.487542	2494.776569	0.916667	12
C12905	11642.60156	1	15108.47	2370	12738.47	0	1	0.5	1	0	0	298	12000	16005.45204	11652.56511	0	12
C12906	2893.135916	1	0	0	0	1188.127404	0	0	0	0.166667	4	0	4000	877.652143	928.776392	0	12
C12907	1589.083369	1	0	0	0	1527.089071	0	0	0	0.428571	4	0	2000	287.350882	411.733393	0	7
C12908	2540.711001	1	844.38	844.38	0	197.620055	0.5	0.5	0	0.083333	1	11	7000	576.312714	532.652119	0	12
C12909	1023.124791	1	1537.93	1093.67	444.26	247.04197	0.75	0.583333	0.583333	0.083333	1	25	9000	1070.149971	235.241959	0	12
C12910	3937.87556	1	0	0	0	1767.100074	0	0	0	0.25	3	0	12000	2108.79056	1046.614165	0	12
C12911	1079.008102	1	0	0	0	1259.571764	0	0	0	0.545455	9	0	1200	1379.635287	271.364415	0.090909	11
C12912	2545.614986	1	0	0	0	1353.803704	0	0	0	0.333333	8	0	3000	716.417015	947.744413	0	12
C12913	1659.414215	1	324	324	0	2039.735576	0.166667	0.166667	0	0.25	7	3	4000	510.211233	542.325234	0	12
C12914	4484.839808	1	591.3	0	591.3	1402.722044	0.75	0	0.75	0.083333	1	23	6500	1476.731171	1233.335517	0	12
C12915	335.360271	1	3237.47	3237.47	0	0	0.75	0.75	0	0	0	19	2000	3137.11501	124.831219	0.571429	12
C12916	8214.860286	1	5213.41	2396.6	2816.81	0	1	0.833333	0.916667	0	0	79	15000	2137.637765	2046.519248	0	12
C12917	745.72702	0.727273	137.7	35	102.7	0	0.166667	0.083333	0.166667	0	0	3	2000	2443.972329	3239.395001	0	12
C12918	302.091029	0.818182	0	0	0	3688.086261	0	0	0	0.166667	8	0	2000	4032.526313	87.872257	0.1	12
C12919	438.550144	1	3647.61	3403.79	243.82	0	1	1	0.916667	0	0	65	7500	3130.109064	172.078686	0.25	12
C12920	646.745968	0.818182	0	0	0	889.412824	0	0	0	0.333333	6	0	1350	789.132988	184.544674	0	12
C12921	9266.08054	1	100	0	100	4383.296268	0.333333	0	0.25	0.166667	3	4	17500	2444.123547	2603.406476	0	12
C12922	2735.480264	0.636364	100	0	100	6964.780053	0.333333	0	0.25	0.5	11	4	9000	1129.128267	1362.581887	0	12
C12923	160.530303	0.363636	299.38	299.38	0	836.768709	0.166667	0.166667	0	0.083333	4	5	1200	41.244164	89.772488	0	12
C12924	2.386716	0.454545	115	0	115	0	1	0	0.916667	0	0	12	8500	99.456136	21.497533	0	12
C12925	199.753857	1	1569.23	940.51	628.72	0	1	0.666667	0.833333	0	0	42	7500	1480.652512	187.544352	0.916667	12
C12926	1647.990537	1	127.46	127.46	0	0	0.083333	0.083333	0	0	0	2	3500	414.257207	486.378735	0	12
C12927	1362.551313	1	0	0	0	73.99384	0	0	0	0.090909	1	0	1500	312.512407	357.297959	0	11
C12928	2221.252825	0.545455	0	0	0	6448.247202	0	0	0	0.333333	12	0	7000	397.799248	477.915036	0	12
C12929	101.138672	1	1411.82	546.02	865.8	0	1	1	0.833333	0	0	42	3500	1357.403057	176.899874	0.75	12
C12930	19.411374	1	229.92	0	229.92	0	1	0	1	0	0	12	2000	254.145406	142.377232	0.5	12
C12931	189.11961	1	429.88	0	429.88	0	1	0	1	0	0	19	10000	723.776734	203.340471	0	12
C12932	67.86054	0.363636	295.64	189	106.64	0	0.666667	0.083333	0.666667	0	0	9	3000	374.782336	68.395337	0	12
C12933	1338.317684	0.909091	0	0	0	1961.77281	0	0	0	0.083333	1	0	2000	2313.97005	398.031823	0.111111	12
C12934	5099.850196	1	805.45	695.9	109.55	587.441992	0.833333	0.416667	0.666667	0.25	4	22	5000	1922.297415	3777.37996	0	12
C12935	68.222735	0.909091	537.68	0	537.68	0	0.916667	0	0.916667	0	0	22	3000	577.379225	182.870068	0.454545	12
C12936	4028.756012	1	361.07	104.38	256.69	0	1	0.166667	1	0	0	18	4300	1279.931508	1537.985	0	12
C12937	9.730297	0.636364	99.24	0	99.24	0	0.583333	0	0.583333	0	0	8	1000	195.347822	104.212617	0.142857	12
C12938	224.915345	0.545455	2330	0	2330	0	0.5	0	0.416667	0	0	6	7500	3795.415177	194.174903	1	12
C12939	1378.911019	1	0	0	0	454.311051	0	0	0	0.416667	5	0	1500	782.706659	424.424148	0	12
C12941	2017.948347	1	1137.55	1137.55	0	145.93864	0.333333	0.333333	0	0.166667	2	14	2500	2416.247973	667.805708	0	12
C12943	409.194212	0.545455	1213.23	1213.23	0	1751.419465	0.25	0.25	0	0.416667	8	9	6000	5997.800728	178.416838	0	12
C12944	3130.53708	1	428.16	428.16	0	688.362421	0.333333	0.333333	0	0.25	3	7	4300	734.931543	688.847827	0	12
C12945	1143.409012	1	0	0	0	47.241537	0	0	0	0.083333	1	0	1200	283.066151	353.608086	0	12
C12946	4215.771256	1	0	0	0	7870.352952	0	0	0	0.416667	16	0	7500	5197.380969	1561.708701	0.083333	12
C12947	54.952957	0.636364	470.12	0	470.12	0	0.333333	0	0.333333	0	0	4	10000	1042.208975	178.107513	0.666667	12
C12948	1539.46423	1	629.78	423.89	205.89	0	0.333333	0.083333	0.166667	0	0	6	2000	559.336578	467.519551	0	12
C12949	2589.500085	1	0	0	0	2529.709392	0	0	0	0.166667	4	0	5000	1647.938923	687.719999	0	12
C12950	798.070226	1	660.02	530.19	129.83	189.780271	0.333333	0.333333	0.25	0.083333	2	16	2050	1238.467693	328.249203	0	12
C12951	6877.333016	1	0	0	0	3801.1506	0	0	0	0.25	3	0	9000	1370.858877	1757.148202	0	12
C12952	234.544023	1	2453.46	408.97	2044.49	0	1	0.333333	1	0	0	54	6500	2869.929774	199.539528	0.75	12
C12953	4420.693904	1	0	0	0	3202.933702	0	0	0	1	32	0	4600	2831.140832	2544.866539	0	12
C12954	5757.919072	1	5544.45	3169.2	2375.25	2722.524205	1	0.75	1	0.416667	8	59	7000	2370.147958	2411.305205	0	12
C12955	2341.625484	1	2153.83	1260.08	893.75	0	0.916667	0.083333	0.916667	0	0	13	7500	774.4989	688.1366	0	12
C12956	1022.687467	1	409.92	0	409.92	177.186666	1	0	1	0.25	6	12	1000	774.611541	940.657454	0	12
C12957	1497.869891	1	806.64	681.69	124.95	0	0.833333	0.75	0.416667	0	0	26	1700	826.296904	857.418392	0	12
C12958	115.340163	1	54.67	0	54.67	727.568806	0.166667	0	0.166667	0.166667	2	2	1200	410.867044	115.03558	0	12
C12959	1175.749847	1	848.26	115	733.26	1032.462268	0.916667	0.083333	0.833333	0.083333	2	12	1200	2117.531771	838.137478	0.083333	12
C12960	512.058666	0.818182	921.2	664.73	256.47	0	0.416667	0.166667	0.25	0	0	7	5500	1851.553319	786.58816	0	12
C12961	40.645069	1	636.83	636.83	0	0	0.666667	0.666667	0	0	0	8	7500	670.205252	182.978696	0.416667	12
C12962	12323.84536	1	989.32	989.32	0	0	0.090909	0.090909	0	0	0	2	18000	9542.247486	2540.084696	0	11
C12963	967.177679	1	208.4	0	208.4	0	0.333333	0	0.333333	0	0	4	1000	431.402414	846.724721	0	12
C12964	97.453056	0.818182	334.73	334.73	0	19.551802	0.083333	0.083333	0	0.083333	1	1	2500	234.271939	117.297542	0.25	12
C12965	346.782576	1	961.12	961.12	0	0	0.333333	0.333333	0	0	0	4	7000	409.11342	373.884808	0	12
C12966	32.228288	0.636364	73.45	73.45	0	0	0.166667	0.166667	0	0	0	2	4000	25.162565	163.322311	0	12
C12967	39.642014	1	0	0	0	45.175571	0	0	0	0.083333	1	0	5000	0		0	12
C12968	1902.444082	1	0	0	0	2272.984507	0	0	0	0.083333	3	0	2500	2751.373324	650.087006	0.083333	12
C12969	600.777518	1	760.38	269.53	490.85	0	1	0.166667	1	0	0	35	4500	829.712416	186.053091	0	12
C12970	2864.644318	0.9	135	70	65	4345.320169	0.5	0.2	0.4	0.5	10	7	7000	1626.504396	656.858685	0	10
C12971	4994.957253	1	0	0	0	2539.708186	0	0	0	0.416667	7	0	6400	1107.988488	1242.754558	0	12
C12972	5392.29598	1	0	0	0	4020.9308	0	0	0	0.25	5	0	8000	8237.315179	1167.409427	0.090909	12
C12973	1841.606048	1	0	0	0	2592.516363	0	0	0	0.625	10	0	2500	372.508487	427.337579	0	8
C12974	2809.125422	1	65.5	65.5	0	0	0.083333	0.083333	0	0	0	1	3000	534.051634	1900.025531	0	12
C12975	1305.724538	1	509.88	0	509.88	93.018864	1	0	1	0.083333	1	24	1200	913.23046	1929.692587	0	12
C12976	258.148852	1	433.2	0	433.2	0	1	0	1	0	0	24	6000	229.824503	162.312596	0	12
C12977	162.722336	1	222.7	94.7	128	0	0.5	0.166667	0.333333	0	0	8	4250	367.719858	166.661302	0	12
C12978	4007.610043	1	83	83	0	9003.084705	0.083333	0.083333	0	0.25	12	1	10000	1308.070478	1221.251121	0	12
C12979	11.759081	0.181818	100.94	0	100.94	0	0.166667	0	0.166667	0	0	2	6000	567.062237	134.693402	0.666667	12
C12980	1384.008582	1	0	0	0	102.319161	0	0	0	0.166667	1	0	1500	183.35091	212.446542	0	6
C12981	6980.228444	1	4400	4000	400	913.382295	0.333333	0.083333	0.333333	0.083333	1	5	10000	1530.593874	1596.221236	0	12
C12982	2964.124423	1	118.05	0	118.05	157.301178	0.083333	0	0.083333	0.25	4	2	3000	359.886515	17563.48542	0	12
C12983	78.287038	1	1045.76	63.2	982.56	0	1	0.083333	1	0	0	25	7000	944.999337	133.973858	0.4	12
C12984	1307.937701	1	1280.58	237.4	1043.18	0	0.833333	0.083333	0.833333	0	0	28	1800	544.411381	337.179545	0	12
C12985	27.93791	0.727273	205.92	0	205.92	0	0.666667	0	0.666667	0	0	24	1200	327.268542	110.286711	0.181818	12
C12986	77.305919	0.727273	171.06	0	171.06	0	0.5	0	0.5	0	0	6	1500	329.587528	148.763367	0	12
C12987	807.091888	1	1272.53	356.64	915.89	0	1	0.5	1	0	0	66	6000	2274.388713	227.352478	0.25	12
C12988	5423.576453	1	1672.55	107.89	1564.66	2768.037239	1	0.083333	1	0.166667	9	40	8500	2411.575976	4716.185183	0	12
C12989	1290.524209	1	1518.26	1024.83	493.43	39.054692	1	0.333333	0.916667	0.083333	1	22	1700	294.227995	383.572166	0	12
C12990	34.869037	1	356.32	0	356.32	0	1	0	0.875	0	0	8	1000	286.841222	129.155038	0.571429	8
C12991	811.564879	1	558.08	492.04	66.04	0	0.583333	0.416667	0.166667	0	0	12	8500	694.594504	201.679842	0	12
C12992	1109.109473	1	113	113	0	189.801109	0.1	0.1	0	0.1	1	2	2500	200.741855	234.552176	0	10
C12993	969.034643	1	50.85	50.85	0	0	0.166667	0.166667	0	0	0	2	1200	256.061264	309.02637	0	12
C12994	80.167956	0.545455	1053.52	1053.52	0	0	0.416667	0.416667	0	0	0	12	3000	970.48092	67.064056	0.125	12
C12995	607.912561	1	205.84	205.84	0	1076.492197	0.25	0.25	0	0.25	3	3	6000	258.631069	202.93187	0	12
C12996	0	0	199.73	22	177.73	0	0.454545	0.090909	0.454545	0	0	6	9000	5557.460834		0	11
C12997	1758.703148	1	3955.35	3502.36	452.99	0	0.916667	0.916667	0.166667	0	0	29	7500	3561.755293	395.409663	0	12
C12998	169.062888	1	1556.66	209.33	1347.33	0	0.916667	0.083333	0.833333	0	0	23	1000	1234.677121	169.47941	0.25	12
C12999	268.577278	0.181818	0	0	0	5625.798427	0	0	0	0.083333	1	0	9000	34107.07499	761.962503	1	12
C13000	1431.670328	1	1020.76	0	1020.76	0	1	0	1	0	0	27	5000	524.610416	409.222015	0	12
C13001	241.097264	1	790.6	63.9	726.7	0	1	0.083333	1	0	0	42	1500	478.948292	168.169675	0.166667	12
C13002	1484.705242	1	2673.3	2272.02	401.28	4104.024116	0.916667	0.666667	1	0.5	29	26	5000	6169.78218	646.953153	0	12
C13004	54.80309	0.636364	462.32	0	462.32	0	0.583333	0	0.5	0	0	8	5000	422.709468	82.062989	0.454545	12
C13005	1687.570137	1	162.04	73.04	89	0	0.25	0.083333	0.166667	0	0	4	1800	331.015115	919.874346	0	12
C13006	1182.045732	1	130	70	60	0	0.416667	0.166667	0.166667	0	0	5	1200	279.439759	293.907914	0	12
C13007	2304.087171	1	0	0	0	3511.369006	0	0	0	0.166667	3	0	3000	3004.655015	586.763635	0.083333	12
C13008	8030.872986	1	0	0	0	4904.289845	0	0	0	0.833333	50	0	8500	5467.375109	2135.03681	0	12
C13009	1.151323	0.181818	60.3	60.3	0	0	0.083333	0.083333	0	0	0	1	1200	697.573197		0	12
C13011	188.701762	0.454545	900.45	900.45	0	0	0.083333	0.083333	0	0	0	1	1200	1002.783773	74.503021	0	12
C13012	2136.814161	1	0	0	0	2120.653422	0	0	0	0.333333	5	0	6000	1164.792197	527.241747	0	12
C13013	1747.858092	1	3048.4	2500.8	547.6	119.336811	0.75	0.666667	0.333333	0.083333	1	30	3000	1390.388571	403.49587	0	12
C13014	2637.334329	1	0	0	0	1204.068667	0	0	0	0.583333	14	0	3000	525.003763	994.387979	0	12
C13015	499.437461	1	0	0	0	496.939698	0	0	0	0.083333	1	0	1200	956.458532	216.205066	0	12
C13016	21.32716	1	309.74	0	309.74	0	1	0	1	0	0	19	8500	444.809305	142.818479	0.454545	12
C13017	1534.294061	1	6508.72	3342.9	3165.82	0	1	0.25	1	0	0	44	6000	4954.001262	379.022468	0	12
C13018	61.954938	1	477.42	0	477.42	0	1	0	1	0	0	36	6000	584.052195	165.016896	0.583333	12
C13019	1294.324002	1	0	0	0	101.183886	0	0	0	0.083333	1	0	1500	495.527043	393.227405	0	12
C13020	657.831607	1	612.25	0	612.25	1422.284696	1	0	1	0.083333	1	20	1500	2223.160653	170.167003	0.142857	12
C13021	2708.9687	1	0	0	0	1655.456304	0	0	0	0.166667	4	0	3000	647.36814	587.545978	0	12
C13022	689.764098	0.818182	0	0	0	2289.78885	0	0	0	0.416667	8	0	1800	2476.929255	202.931859	0	12
C13023	6329.586806	0.714286	0	0	0	5489.844176	0	0	0	0.571429	6	0	14600	18091.01347	1513.375079	0.25	7
C13024	4446.40675	1	0	0	0	245.067148	0	0	0	0.083333	1	0	5000	1193.527453	2042.217585	0	12
C13025	1173.662921	0.818182	0	0	0	1422.490362	0	0	0	0.083333	1	0	1800	238.582391	258.649795	0	12
C13026	21.881488	1	168.08	0	168.08	0	0.666667	0	0.666667	0	0	8	1500	197.731378	156.052167	0.545455	12
C13027	1518.638794	0.727273	0	0	0	5187.029833	0	0	0	0.25	12	0	5500	6744.953537	1158.232955	0.125	12
C13028	1061.439175	1	0	0	0	137.757459	0	0	0	0.083333	1	0	1200	446.265741	238.961902	0	12
C13029	1579.728772	1	0	0	0	124.941315	0	0	0	0.083333	1	0	1800	464.305701	482.666125	0	12
C13031	6.149295	0.181818	169.01	0	169.01	0	0.25	0	0.25	0	0	3	10000	731.852542	128.525835	0.666667	12
C13032	2848.735428	1	95.67	95.67	0	272.559361	0.083333	0.083333	0	0.083333	1	1	5500	679.138272	892.599825	0	12
C13033	32.215585	1	0	0	0	758.123122	0	0	0	0.083333	3	0	7500	838.652563	216.581883	0.083333	12
C13034	5823.907919	1	0	0	0	3225.842654	0	0	0	0.666667	24	0	9500	1214.067137	1515.023913	0	12
C13035	978.567283	1	1401.54	0	1401.54	0	1	0	1	0	0	14	4500	1769.181653	302.284864	0	12
C13036	1588.447753	1	825.96	825.96	0	913.94708	0.333333	0.333333	0	0.166667	4	4	4000	258.557194	308.812474	0	6
C13037	1530.883538	1	964.67	964.67	0	0	0.3	0.3	0	0	0	10	3000	288.366557	605.921914	0	10
C13038	180.230777	0.818182	1653.91	997.1	656.81	0	0.75	0.666667	0.583333	0	0	35	11500	1785.782313	159.46795	0.555556	12
C13039	256.182628	0.181818	111.39	111.39	0	0	0.166667	0.166667	0	0	0	4	10000	16842.39187	751.683377	0.333333	12
C13040	1794.484219	1	197.7	197.7	0	271.900257	0.25	0.25	0	0.083333	1	3	1950	587.264565	630.117605	0	12
C13041	1103.988247	1	0	0	0	2070.856333	0	0	0	0.666667	13	0	6500	333.050357	283.564425	0	12
C13042	1783.622522	1	0	0	0	99.516488	0	0	0	0.083333	1	0	2000	453.767518	509.410087	0	12
C13043	3560.734141	1	0	0	0	1466.123982	0	0	0	0.083333	3	0	4000	886.116717	1055.467811	0	12
C13044	4751.340645	1	309.86	0	309.86	0	0.5	0	0.5	0	0	5	8600	5883.427252	1488.472099	0	12
C13045	33.663794	1	585.6	0	585.6	0	1	0	1	0	0	12	1000	578.786142	191.914428	0.916667	12
C13046	124.739834	1	1004.3	0	1004.3	0	0.916667	0	0.833333	0	0	11	4000	970.981432	179.454519	1	12
C13047	2786.494499	1	0	0	0	1547.268611	0	0	0	0.25	5	0	8000	837.844106	916.41672	0	12
C13048	6538.064926	1	1554.42	193.1	1361.32	1329.288028	1	0.166667	1	0.5	10	69	7500	1213.586463	2575.138832	0	12
C13049	4360.032452	1	0	0	0	655.669266	0	0	0	0.833333	11	0	4500	1345.389329	1263.872069	0	12
C13050	1013.23312	0.909091	0	0	0	603.491005	0	0	0	0.272727	3	0	1200	535.726687	206.591708	0	11
C13051	7215.745096	1	0	0	0	3682.382663	0	0	0	0.75	14	0	12000	1946.227099	1782.085048	0	12
C13052	2320.402196	1	436	0	436	3298.084294	0.5	0	0.416667	0.25	4	6	4000	4664.822102	858.092813	0.083333	12
C13053	8791.161142	1	0	0	0	3706.755143	0	0	0	0.333333	4	0	12000	2244.627566	2916.278944	0	12
C13054	22.720976	0.545455	853.75	123.5	730.25	0	0.583333	0.166667	0.333333	0	0	8	6000	594.205112	45.492655	0	12
C13056	1083.787792	1	110	110	0	342.027342	0.083333	0.083333	0	0.333333	7	1	1200	504.434613	438.752592	0	12
C13057	3.744802	0.272727	154.5	154.5	0	0	0.083333	0.083333	0	0	0	1	3800	178.897596	30.229283	0	12
C13058	5968.583246	1	22381.97	19150.02	3231.95	0	1	1	0.583333	0	0	87	14500	20343.28681	1966.191831	0	12
C13059	2249.367093	1	902.43	902.43	0	0	0.5	0.5	0	0	0	10	2500	789.29843	705.466936	0	12
C13060	326.648686	1	1086.16	188	898.16	0	1	0.166667	1	0	0	17	7000	2579.973654	191.872793	0.666667	12
C13061	3481.400783	1	188	188	0	2747.982493	0.166667	0.166667	0	0.416667	10	2	8500	844.591086	1063.696942	0	12
C13062	2237.238086	1	120	120	0	0	0.125	0.125	0	0	0	1	2500	343.102984	712.986387	0	8
C13063	1611.720259	1	955.59	873.85	81.74	0	0.916667	0.916667	0.083333	0	0	19	5000	703.220116	457.013405	0	12
C13064	3294.951011	1	2923.07	2762	161.07	3801.850865	1	0.916667	0.583333	0.166667	2	35	13000	6320.790788	1002.946812	0	12
C13065	1436.783799	1	258.86	25.52	233.34	143.228646	0.666667	0.083333	0.666667	0.083333	1	13	1500	662.396392	404.768221	0	12
C13066	78.44322	1	1367.73	0	1367.73	0	1	0	1	0	0	58	6000	1229.147513	164.423401	1	12
C13067	3586.66025	1	342	177	165	5409.095889	0.333333	0.166667	0.166667	0.416667	18	5	6000	5949.072074	1315.504162	0	12
C13068	1119.464067	1	0	0	0	748.241727	0	0	0	0.25	4	0	3000	1951.116757	334.301206	0	12
C13069	190.872836	0.545455	3011.36	0	3011.36	0	0.5	0	0.416667	0	0	6	7500	2543.018081	70.915266	0.3	12
C13070	4881.395564	0.909091	849.78	849.78	0	0	0.454545	0.454545	0	0	0	7	11500	1097.471776	1314.593462	0	11
C13071	891.111576	0.909091	698.99	0	698.99	1208.994937	0.545455	0	0.454545	0.363636	13	6	1500	2152.76797	371.913747	0.125	11
C13072	124.732546	0.818182	301.07	301.07	0	0	0.083333	0.083333	0	0	0	1	5000	732.951933	133.935004	0	12
C13073	1820.216623	1	4877.66	2341.16	2536.5	0	1	1	1	0	0	154	4500	1297.994539	408.293375	0.166667	12
C13074	212.080181	1	618	333	285	0	0.5	0.083333	0.333333	0	0	7	6000	378.383325	169.341588	0	12
C13076	2135.406047	1	1600.09	1425.13	174.96	78.600122	0.833333	0.666667	0.25	0.083333	1	28	2500	699.818277	976.996811	0	12
C13077	523.329585	1	5819.46	4646.02	1173.44	0	1	1	1	0	0	114	6000	5279.91437	194.433112	0.916667	12
C13078	2655.715643	1	0	0	0	2179.449214	0	0	0	0.416667	7	0	3000	893.586488	637.350978	0	12
C13079	17.415068	0.727273	147.7	0	147.7	0	0.666667	0	0.666667	0	0	14	4000	177.088102	127.799107	0.181818	12
C13080	347.577293	0.857143	26.8	26.8	0	470.846474	0.142857	0.142857	0	0.428571	11	1	500	28.654864	256.522546	0	7
C13081	2201.533726	1	0	0	0	2719.782919	0	0	0	0.166667	4	0	3000	3436.911086	711.894455	0.083333	12
C13082	169.850339	1	1693.03	39	1654.03	0	1	0.083333	0.916667	0	0	15	4000	1382.622524	181.773223	0.454545	12
C13083	1584.358415	1	0	0	0	440.692946	0	0	0	0.083333	1	0	4000	805.264643	452.084802	0	12
C13084	5030.927831	1	99	99	0	2999.769235	0.166667	0.166667	0	0.583333	10	2	6000	1144.381323	1143.067027	0	12
C13085	982.165343	1	435.72	45.65	390.07	0	0.5	0.083333	0.5	0	0	20	2300	917.52463	1319.508567	0	12
C13086	233.376877	1	1178.12	901.5	276.62	0	1	0.25	1	0	0	28	6000	1098.390459	177.323148	0	12
C13087	1201.149593	1	851.21	260.45	590.76	0	0.833333	0.25	0.75	0	0	21	3600	978.569968	362.83664	0	12
C13088	36.607995	0.545455	224.4	224.4	0	0	0.166667	0.166667	0	0	0	2	2100	372.093413	151.08003	0	12
C13089	2380.291402	1	1433.2	487.74	945.46	254.450638	0.666667	0.416667	0.583333	0.166667	3	33	7000	1877.023036	616.430163	0	12
C13090	198.377577	0.636364	0	0	0	3882.683613	0	0	0	0.25	7	0	9000	6200.550587	114.23108	0.5	12
C13091	27.585915	0.090909	0	0	0	1209.369868	0	0	0	0.083333	1	0	11000	14176.74867	46.573054	0	12
C13092	1369.969909	1	1770	1770	0	460.484164	0.166667	0.166667	0	0.083333	1	2	1800	1692.52541	365.78324	0	12
C13093	100.037595	1	414.48	0	414.48	0	1	0	1	0	0	12	1000	234.619774	144.362561	0	12
C13094	1412.593167	1	1278.5	1278.5	0	0	0.166667	0.166667	0	0	0	6	10500	1296.772849	327.424876	0	12
C13095	3473.463277	1	1182.95	718.75	464.2	0	1	0.583333	1	0	0	36	6000	955.667752	1243.191013	0	12
C13096	411.894578	1	2948.1	2706.59	241.51	0	0.916667	0.916667	0.5	0	0	22	4000	2520.35969	185.983855	0.333333	12
C13097	3380.990237	1	984.31	984.31	0	508.157584	1	1	0	0.25	4	12	3800	1694.781649	2591.170425	0	12
C13098	381.959463	0.545455	1013.6	1013.6	0	476.74727	0.166667	0.166667	0	0.083333	1	12	3500	2246.428764	103.601608	0	12
C13099	449.456201	1	3597.02	2833.13	763.89	0	1	1	1	0	0	65	2000	3901.786339	177.54056	0.25	12
C13100	1134.830372	1	833.98	833.98	0	0	1	1	0	0	0	11	7500	285.23111	184.13146	0	8
C13101	1358.798385	1	0	0	0	174.369769	0	0	0	0.166667	2	0	1500	337.074078	294.178618	0	12
C13102	177.550964	1	2188.88	101	2087.88	0	1	0.166667	1	0	0	48	7500	2372.21499	188.138313	0.333333	12
C13103	1310.839573	1	646.28	422.17	224.11	2350.427153	0.666667	0.333333	0.5	0.416667	17	15	1500	1758.379933	908.470064	0	12
C13104	1088.568358	1	436.8	150	286.8	0	1	0.166667	1	0	0	16	1000	363.125659	1618.005527	0	12
C13105	341.233281	1	277.06	0	277.06	0	0.583333	0	0.5	0	0	7	2800	2859.947327	2595.876353	0.75	12
C13106	1289.327381	1	892	563	329	0	0.583333	0.25	0.25	0	0	14	3500	655.143647	360.636863	0	12
C13107	597.297664	0.636364	689.67	228.87	460.8	73.693002	0.666667	0.25	0.666667	0.083333	1	15	3511.111111	2327.014381	246.495299	0.125	12
C13108	894.081947	1	1901.71	1853.11	48.6	206.61878	0.666667	0.666667	0.416667	0.083333	1	33	1500	947.130141	220.745296	0	12
C13109	1492.035204	1	2429.23	1680.7	748.53	0	1	0.166667	1	0	0	44	7000	4373.664316	373.988419	0	12
C13110	112.514659	0.6	459.51	274.65	184.86	0	0.5	0.2	0.3	0	0	13	1200	211.625556	103.297347	0	10
C13111	795.401963	1	3408.01	3408.01	0	0	0.916667	0.916667	0	0	0	11	5000	5797.060195	242.410057	0.083333	12
C13112	1987.474619	1	2254.03	1607.39	646.64	988.51815	0.75	0.416667	0.75	0.083333	1	30	3000	898.751834	862.981582	0	12
C13113	6995.3025	1	999.77	0	999.77	6507.113368	0.75	0	0.75	0.583333	16	14	8000	2863.397049	2553.534465	0	12
C13114	72.518075	1	525	0	525	0	1	0	1	0	0	12	1000	553.4725	181.029848	0.4	12
C13115	541.61305	1	554.79	554.79	0	468.601675	0.916667	0.916667	0	0.25	5	12	7000	2500.847222	226.781819	0.416667	12
C13116	1919.443036	1	0	0	0	5427.830151	0	0	0	0.333333	7	0	5500	2936.557193	626.771938	0	12
C13117	60.837925	1	387.42	0	387.42	0	0.916667	0	0.916667	0	0	11	1500	347.63772	172.234687	0.363636	12
C13118	33.954525	0.454545	158	0	158	0	0.333333	0	0.25	0	0	4	1200	178.116509	64.695731	0	12
C13119	491.91535	1	4527.64	4327.31	200.33	0	1	1	0.333333	0	0	49	2300	4139.307545	287.805087	0.090909	12
C13120	733.988674	1	83.47	83.47	0	0	0.083333	0.083333	0	0	0	1	9000	195.17029	219.056873	0	12
C13121	5606.778018	1	283.88	124.88	159	3637.857309	0.416667	0.166667	0.166667	0.333333	10	6	14500	12124.63957	1923.472385	0.083333	12
C13122	408.310297	1	0	0	0	777.912775	0	0	0	0.333333	10	0	1500	1488.832955	193.298562	0.083333	12
